      TNOW              PSI               THETA             PHI               OMEGA1            OMEGA2            OMEGA3            VCX               VCY               VCZ               XC                YC                ZC                XP                YP                ZP                VPX               VPY               VPZ               OMEGAX            OMEGAY            OMEGAZ            FX/WGT            FY/WGT            FZ/WGT            FN/WGT            FT/WGT            XMU               VS                ALPHA             MODE  
         1.8200000       -50.7445530         1.2317331        52.8859788         7.7257142        -3.0566387        -8.9733176        -0.0866355        -0.1132511        -0.3372964         0.0890988         0.1270163         0.0205185         0.1092236         0.1657602         0.0000000         0.0167425         0.0452690         0.0000000         7.7257142         7.4457872        -5.8671732        -0.0389202        -0.1052341         0.4488993         0.4488993         0.1122007         0.2499464         0.0482659        -1.9250391      sliding
         1.8250000       -50.8946849         1.2715361        53.0135118         8.1791789        -2.9405701        -9.8947277        -0.0712801        -0.1302307        -0.3625131         0.0884414         0.1267055         0.0187673         0.1145245         0.1625393         0.0000000         0.0213732         0.0232707         0.0000000         8.1791789         8.5880354        -5.7269745        -0.0895383        -0.0974878         0.5297326         0.5297326         0.1323669         0.2498749         0.0315965        -2.3137154      sliding
         1.8300000       -51.0868465         1.3133258        53.1841624         8.5122991        -2.6913509       -11.2556024        -0.0510947        -0.1448448        -0.3825553         0.0877532         0.1263908         0.0169019         0.1206538         0.1570060         0.0000000         0.0222897        -0.0009705         0.0000000         8.5122991        10.1992732        -5.4687093        -0.1660642         0.0072304         0.6655536         0.6655536         0.1662215         0.2497493         0.0223109         3.0980805      sliding
         1.8350000       -51.3492520         1.3563072        53.4267156         8.6263826        -2.3560681       -13.3012628        -0.0207266        -0.1501246        -0.3924772         0.0870420         0.1261055         0.0149580         0.1272492         0.1473983         0.0000000         0.0259211        -0.0210908         0.0000000         8.6263826        12.4949830        -5.1332299        -0.1895838         0.1542556         0.9780823         0.9780823         0.2444112         0.2498881         0.0334175         2.4585816      sliding
         1.8400000       -51.7366933         1.3987337        53.7962964         8.2142713        -1.9021710       -16.4314092         0.0241018        -0.1384130        -0.3775571         0.0863433         0.1258792         0.0130176         0.1320791         0.1304489         0.0000000         0.0330517        -0.0314832         0.0000000         8.2142713        15.8630984        -4.6873843        -0.3151463         0.3001903         1.7413664         1.7413664         0.4352372         0.2499400         0.0456465         2.3804950      sliding
         1.8450000       -52.3557254         1.4363881        54.4006935         6.5358853        -1.0038140       -21.0611472         0.0720639        -0.0861528        -0.3026644         0.0857172         0.1257355         0.0112801         0.1259169         0.1027482         0.0000000         0.0149109        -0.0124271         0.0000000         6.5358853        20.7366776        -3.8170365        -0.6822948         0.5686402         3.5574634         3.5574634         0.8881879         0.2496689         0.0194104         2.4468014      sliding
         1.8500000       -53.3348340         1.4594090        55.3695873         2.1254674        -0.4533575       -25.4674880         0.1054780        -0.0206204        -0.0988054         0.0851974         0.1256949         0.0102120         0.0885527         0.0793297         0.0000000         0.0000731         0.0010848         0.0000000         2.1254674        25.2592680        -3.2814416        -0.0811676        -1.2051734         6.5643783         6.5643783         1.2079036         0.1840088         0.0010873        -1.6380441      sliding
         1.8550000       -54.4856994         1.4548818        56.5110846        -3.7963292        -0.5347057       -24.4447094         0.0962650         0.0404305         0.1763520         0.0847105         0.1259060         0.0104224         0.0437708         0.1039549         0.0000000        -0.0001498         0.0008638         0.0000000        -3.7963292        24.2188299        -3.3582738         0.1635807        -0.9435177         5.8105390         5.8105390         0.9575929         0.1648028         0.0008767        -1.3991295      sliding
         1.8600000       -55.3499896         1.4257984        57.3646683        -7.3324520        -0.9365559       -19.5183916         0.0522096         0.0862692         0.3388899         0.0843694         0.1262771         0.0117701         0.0413148         0.1430814         0.0000000        -0.0003438        -0.0000342         0.0000000        -7.3324520        19.1782464        -3.7469473         0.2397452         0.0238282         2.9514424         2.9514424         0.2409264         0.0816300         0.0003455         0.0990642      sliding
         1.8650000       -55.8824490         1.3854386        57.8842624        -8.5524268        -1.3552295       -15.3030169         0.0096235         0.1140221         0.3919262         0.0840604         0.1267135         0.0136278         0.0557389         0.1627405         0.0000000        -0.0016601        -0.0025283         0.0000000        -8.5524268        14.7911159        -4.1523322         0.1873851         0.2853846         1.4383256         1.4383256         0.3414052         0.2373630         0.0030246         0.9897915      sliding
         1.8700000       -56.2205228         1.3419213        58.2076848        -8.7528072        -1.6227364       -12.4956087        -0.0238257         0.1230234         0.3966823         0.0837462         0.1272272         0.0156113         0.0691399         0.1701296         0.0000000        -0.0079530        -0.0136193         0.0000000        -8.7528072        11.8015814        -4.4154487         0.1057767         0.1811393         0.8407333         0.8407333         0.2097621         0.2494990         0.0157713         1.0422603      sliding
         1.8750000       -56.4536662         1.2985996        58.4250519        -8.5292385        -1.7830103       -10.6479454        -0.0483458         0.1219833         0.3815289         0.0834411         0.1277928         0.0175622         0.0791979         0.1723230         0.0000000        -0.0151699        -0.0278091         0.0000000        -8.5292385         9.7765574        -4.5800429         0.0686947         0.1259296         0.5740764         0.5740764         0.1434476         0.2498755         0.0316776         1.0714140      sliding
         1.8800000       -56.6268903         1.2569671        58.5817092        -8.0989764        -1.8950566        -9.3922139        -0.0662304         0.1174610         0.3570599         0.0831497         0.1283914         0.0194114         0.0865948         0.1723436         0.0000000        -0.0209926        -0.0397511         0.0000000        -8.0989764         8.3484739        -4.7019045         0.0516198         0.0977461         0.4422659         0.4422659         0.1105391         0.2499382         0.0449538         1.0849216      sliding
         1.8850000       -56.7634617         1.2178025        58.7010671        -7.5516559        -1.9845346        -8.5106827        -0.0796012         0.1118696         0.3278223         0.0828727         0.1290132         0.0211250         0.0921256         0.1714263         0.0000000        -0.0252490        -0.0476590         0.0000000        -7.5516559         7.2998596        -4.8043884         0.0435534         0.0822096         0.3721999         0.3721999         0.0930340         0.2499570         0.0539342         1.0836059      sliding
         1.8900000       -56.8762750         1.1815770        58.7960821        -6.9278655        -2.0637920        -7.8757571        -0.0898655         0.1060903         0.2959981         0.0826105         0.1296526         0.0226853         0.0963587         0.1701059         0.0000000        -0.0281294        -0.0510706         0.0000000        -6.9278655         6.5035549        -4.8980161         0.0402189         0.0730198         0.3335026         0.3335026         0.0833634         0.2499632         0.0583050         1.0673428      sliding
         1.8950000       -56.9729801         1.1486172        58.8744275        -6.2477503        -2.1399355        -7.4099167        -0.0979019         0.1004301         0.2627418         0.0823634         0.1303058         0.0240826         0.0996767         0.1686304         0.0000000        -0.0297922        -0.0500320         0.0000000        -6.2477503         5.8824759        -4.9882528         0.0399267         0.0670515         0.3122009         0.3122009         0.0780387         0.2499631         0.0582304         1.0337197      sliding
         1.9000000       -57.0583941         1.1191744        58.9409211        -5.5225423        -2.2181333        -7.0639496        -0.1042473         0.0949629         0.2287158         0.0821320         0.1309700         0.0253115         0.1023400         0.1671202         0.0000000        -0.0302859        -0.0448208         0.0000000        -5.5225423         5.3876715        -5.0786312         0.0421639         0.0623993         0.3012881         0.3012881         0.0753092         0.2499573         0.0540938         0.9765585      sliding
         1.9050000       -57.1357090         1.0934543        58.9987388        -4.7597983        -2.3033656        -6.8051974        -0.1092084         0.0896473         0.1943305         0.0819171         0.1316425         0.0263692         0.1045315         0.1656347         0.0000000        -0.0295195        -0.0358647         0.0000000        -4.7597983         4.9862949        -5.1723369         0.0471958         0.0573406         0.2971313         0.2971313         0.0742656         0.2499421         0.0464508         0.8821408      sliding
         1.9100000       -57.2071354         1.0716277        59.0500551        -3.9663395        -2.4019416        -6.6109183        -0.1129108         0.0843399         0.1598741         0.0817196         0.1323201         0.0272547         0.1063841         0.1642007         0.0000000        -0.0272047        -0.0237614         0.0000000        -3.9663395         4.6544605        -5.2734771         0.0561573         0.0490494         0.2983623         0.2983623         0.0745620         0.2499042         0.0361206         0.7179395      sliding
         1.9150000       -57.2742617         1.0538273        59.0963921        -3.1513261        -2.5232593        -6.4642567        -0.1152985         0.0786775         0.1256421         0.0815403         0.1329986         0.0279683         0.1079970         0.1628253         0.0000000        -0.0227510        -0.0094596         0.0000000        -3.1513261         4.3724010        -5.3884656         0.0708588         0.0294624         0.3072121         0.3072121         0.0767399         0.2497944         0.0246393         0.3940436      sliding
         1.9200000       -57.3382644         1.0401197        59.1388203        -2.3339847        -2.6731253        -6.3530251        -0.1163092         0.0715586         0.0922475         0.0813782         0.1336705         0.0285124         0.1094427         0.1615004         0.0000000        -0.0157574         0.0050110         0.0000000        -2.3339847         4.1263461        -5.5208509         0.0796556        -0.0253313         0.3349567         0.3349567         0.0835865         0.2495441         0.0165350        -0.3078972      sliding
         1.9250000       -57.4000819         1.0304458        59.1782693        -1.5389157        -2.7972603        -6.2778142        -0.1172814         0.0615693         0.0604409         0.0812244         0.1343251         0.0288936         0.1107676         0.1602042         0.0000000        -0.0101990         0.0171045         0.0000000        -1.5389157         3.9443907        -5.6282678         0.0463795        -0.0777823         0.3626973         0.3626973         0.0905602         0.2496854         0.0199144        -1.0331215      sliding
         1.9300000       -57.4605552         1.0247202        59.2158588        -0.7510821        -2.8638093        -6.2366574        -0.1189720         0.0502804         0.0293869         0.0810648         0.1349590         0.0291180         0.1120003         0.1589141         0.0000000        -0.0083734         0.0284104         0.0000000        -0.7510821         3.8423686        -5.6862556         0.0260694        -0.0884518         0.3690644         0.3690644         0.0922136         0.2498576         0.0296187        -1.2841820      sliding
         1.9350000       -57.5203799         1.0229386        59.2525165         0.0386618        -2.9050816        -6.2194410        -0.1205817         0.0387069        -0.0015109         0.0808922         0.1355745         0.0291877         0.1131661         0.1576109         0.0000000        -0.0078699         0.0398354         0.0000000         0.0386618         3.7960381        -5.7193567         0.0179384        -0.0907997         0.3703311         0.3703311         0.0925547         0.2499242         0.0406053        -1.3757476      sliding
         1.9400000       -57.5801548         1.0251061        59.2889627         0.8280015        -2.9350451        -6.2220590        -0.1217793         0.0269928        -0.0324048         0.0807039         0.1361737         0.0291029         0.1142852         0.1562719         0.0000000        -0.0076616         0.0510900         0.0000000         0.8280015         3.7951123        -5.7380859         0.0136877        -0.0912739         0.3692471         0.3692471         0.0922945         0.2499532         0.0516613        -1.4219423      sliding
         1.9450000       -57.6404576         1.0312119        59.3258570         1.6132915        -2.9584120        -6.2438426        -0.1224507         0.0151558        -0.0633939         0.0804980         0.1367586         0.0288635         0.1153703         0.1548695         0.0000000        -0.0074033         0.0617210         0.0000000         1.6132915         3.8367600        -5.7460460         0.0109108        -0.0909636         0.3665099         0.3665099         0.0916156         0.2499677         0.0621634        -1.4514192      sliding
         1.9500000       -57.7018932         1.0412256        59.3638711         2.3905221        -2.9771151        -6.2862027        -0.1225321         0.0031844        -0.0945495         0.0802737         0.1373309         0.0284687         0.1164271         0.1533708         0.0000000        -0.0069437         0.0712394         0.0000000         2.3905221         3.9212156        -5.7448784         0.0087917        -0.0901993         0.3625424         0.3625424         0.0906268         0.2499756         0.0715771        -1.4736330      sliding
         1.9550000       -57.7651401         1.0550971        59.4037414         3.1557468        -2.9920457        -6.3524269        -0.1219626        -0.0089497        -0.1259183         0.0800300         0.1378922         0.0279176         0.1174527         0.1517362         0.0000000        -0.0061937         0.0791513         0.0000000         3.1557468         4.0507745        -5.7355811         0.0069800        -0.0892003         0.3579203         0.3579203         0.0894730         0.2499802         0.0793932        -1.4927044      sliding
         1.9600000       -57.8310050         1.0727567        59.4463259         3.9051427        -3.0035908        -6.4479078        -0.1206645        -0.0212926        -0.1575142         0.0797664         0.1384443         0.0272091         0.1184350         0.1499186         0.0000000        -0.0050809         0.0849630         0.0000000         3.9051427         4.2297924        -5.7189097         0.0052742        -0.0881952         0.3534356         0.3534356         0.0883528         0.2499827         0.0851148        -1.5110660      sliding
         1.9650000       -57.9004963         1.0941159        59.4926791         4.6349671        -3.0117916        -6.5806999        -0.1185279        -0.0339128        -0.1893056         0.0794825         0.1389890         0.0263422         0.1193502         0.1478610         0.0000000        -0.0035307         0.0881823         0.0000000         4.6349671         4.4651958        -5.6954830         0.0035019        -0.0874617         0.3501495         0.3501495         0.0875318         0.2499840         0.0882529        -1.5307789      sliding
         1.9700000       -57.9749337         1.1190674        59.5441612         5.3413818        -3.0163217        -6.7625026        -0.1153935        -0.0469069        -0.2212003         0.0791778         0.1395282         0.0253159         0.1201586         0.1454928         0.0000000        -0.0014538         0.0883150         0.0000000         5.3413818         4.7674911        -5.6657450         0.0014381        -0.0873575         0.3494997         0.3494997         0.0873693         0.2499840         0.0883270        -1.5543358      sliding
         1.9750000       -58.0561178         1.1474835        59.6026101         6.0200545        -3.0162861        -7.0103265        -0.1110254        -0.0604066        -0.2530222         0.0788520         0.1400641         0.0241303         0.1207976         0.1427247         0.0000000         0.0012618         0.0848589         0.0000000         6.0200545         5.1525074        -5.6297715        -0.0013140        -0.0883668         0.3535307         0.3535307         0.0883765         0.2499826         0.0848683        -1.5856649      sliding
         1.9800000       -58.1466126         1.1792124        59.6706266         6.6653495        -3.0096681        -7.3493675        -0.1050709        -0.0745852        -0.2844709         0.0785045         0.1405989         0.0227863         0.1211678         0.1394404         0.0000000         0.0047516         0.0772934         0.0000000         6.6653495         5.6444138        -5.5867609        -0.0056044        -0.0911658         0.3653822         0.3653822         0.0913379         0.2499792         0.0774393        -1.6321935      sliding
         1.9850000       -58.2502389         1.2140675        59.7520759         7.2687174        -2.9918236        -7.8181705        -0.0969973        -0.0896571        -0.3150455         0.0781347         0.1411358         0.0212870         0.1211072         0.1354838         0.0000000         0.0091384         0.0650721         0.0000000         7.2687174         6.2811936        -5.5336612        -0.0135692        -0.0966224         0.3903274         0.3903274         0.0975706         0.2499711         0.0657106        -1.7103196      sliding
         1.9900000       -58.3729933         1.2518059        59.8530277         7.8154463        -2.9508551        -8.4785394        -0.0860195        -0.1058359        -0.3438933         0.0777419         0.1416794         0.0196387         0.1203370         0.1306428         0.0000000         0.0143373         0.0476492         0.0000000         7.8154463         7.1254062        -5.4609305        -0.0315409        -0.1048239         0.4379536         0.4379536         0.1094663         0.2499495         0.0497594        -1.8630731      sliding
         1.9950000       -58.5248942         1.2920835        59.9836686         8.2783695        -2.8516570        -9.4364622        -0.0711317        -0.1230190        -0.3695137         0.0773266         0.1422375         0.0178534         0.1183442         0.1246324         0.0000000         0.0191600         0.0247779         0.0000000         8.2783695         8.2877690        -5.3377571        -0.0803393        -0.1038958         0.5256057         0.5256057         0.1313345         0.2498727         0.0313217        -2.2290235      sliding
         2.0000000       -58.7240329         1.3343724        60.1625427         8.6101224        -2.6096102       -10.8849698        -0.0511546        -0.1383875        -0.3893850         0.0768987         0.1428235         0.0159531         0.1141067         0.1171178         0.0000000         0.0198144        -0.0010298         0.0000000         8.6101224         9.9709272        -5.0865750        -0.1691402         0.0087904         0.6783338         0.6783338         0.1693685         0.2496831         0.0198411         3.0896682      sliding
         2.0050000       -59.0056498         1.3777848        60.4255339         8.6911423        -2.2730798       -13.1317613        -0.0197818        -0.1434865        -0.3975644         0.0764951         0.1434377         0.0139782         0.1054221         0.1080017         0.0000000         0.0234337        -0.0220001         0.0000000         8.6911423        12.4519066        -4.7497441        -0.1913599         0.1796527         1.0504124         1.0504124         0.2624761         0.2498791         0.0321426         2.3877388      sliding
         2.0100000       -59.4428327         1.4202250        60.8461123         8.1175765        -1.7893030       -16.7011095         0.0280405        -0.1284853        -0.3747740         0.0761564         0.1440460         0.0120275         0.0874635         0.0992839         0.0000000         0.0300043        -0.0308511         0.0000000         8.1175765        16.2437445        -4.2742751        -0.3548825         0.3648979         2.0365931         2.0365931         0.5090109         0.2499325         0.0430354         2.3422807      sliding
         2.0150000       -60.1848875         1.4561810        61.5751993         5.8354603        -0.7592423       -22.0217627         0.0740453        -0.0607481        -0.2711324         0.0759214         0.1445776         0.0103620         0.0538653         0.1036834         0.0000000         0.0003149        -0.0002810         0.0000000         5.8354603        21.7904441        -3.2727705        -0.3341914         0.2982576         4.6080147         4.6080147         0.4479303         0.0972068         0.0004220         2.4129504      sliding
         2.0200000       -61.3587329         1.4723830        62.7397097         0.1343362        -0.5195566       -25.6428474         0.1032648        -0.0001504        -0.0062569         0.0758319         0.1450629         0.0096083         0.0294779         0.1496050         0.0000000        -0.0000049         0.0011403         0.0000000         0.1343362        25.4677208        -3.0365696         0.0060472        -1.4074980         7.4881369         7.4881369         1.4075110         0.1879654         0.0011404        -1.5664999      sliding
         2.0250000       -62.5447449         1.4573336        63.9163964        -5.6686054        -0.7541569       -22.2072776         0.0747080         0.0588917         0.2634278         0.0760195         0.1455193         0.0103085         0.0628598         0.1900884         0.0000000        -0.0001985         0.0004572         0.0000000        -5.6686054        21.9790997        -3.2636039         0.2161302        -0.4977432         4.8659970         4.8659970         0.5426422         0.1115172         0.0004984        -1.1611420      sliding
         2.0300000       -63.3026129         1.4215344        64.6631135        -8.1781901        -1.1865708       -16.8816904         0.0269861         0.0971901         0.3776688         0.0763268         0.1458877         0.0119671         0.0972724         0.1870444         0.0000000        -0.0005611        -0.0006788         0.0000000        -8.1781901        16.5175318        -3.6838250         0.2248114         0.2719786         2.1356805         2.1356805         0.3528633         0.1652229         0.0008806         0.8800582      sliding
         2.0350000       -63.7461482         1.3786320        65.0934654        -8.8027630        -1.5241360       -13.1833326        -0.0117299         0.1148551         0.4027520         0.0767084         0.1462747         0.0139394         0.1129507         0.1741999         0.0000000        -0.0044110        -0.0078504         0.0000000        -8.8027630        12.6495841        -4.0138851         0.1302062         0.2317342         1.0697719         1.0697719         0.2658089         0.2484725         0.0090047         1.0588799      sliding
         2.0400000       -64.0287046         1.3346333        65.3615014        -8.7263250        -1.7102038       -10.8527094        -0.0397906         0.1165984         0.3946696         0.0771549         0.1466733         0.0159413         0.1192569         0.1631945         0.0000000        -0.0115704        -0.0225102         0.0000000        -8.7263250        10.1513264        -4.2019841         0.0752287         0.1463569         0.6587501         0.6587501         0.1645591         0.2498051         0.0253098         1.0960047      sliding
         2.0450000       -64.2265931         1.2918495        65.5440343        -8.3542059        -1.8274467        -9.3370001        -0.0595173         0.1128508         0.3728697         0.0776427         0.1470686         0.0178638         0.1215853         0.1548859         0.0000000        -0.0177200        -0.0363873         0.0000000        -8.3542059         8.4729120        -4.3276893         0.0519315         0.1066392         0.4745929         0.4745929         0.1186120         0.2499237         0.0404726         1.1176160      sliding
         2.0500000       -64.3760328         1.2513349        65.6774890        -7.8333383        -1.9146013        -8.3088505        -0.0737566         0.1075621         0.3446192         0.0781588         0.1474561         0.0196594         0.1221371         0.1486270         0.0000000        -0.0222495        -0.0464367         0.0000000        -7.8333383         7.2871712        -4.4271695         0.0413729         0.0863490         0.3830682         0.3830682         0.0957490         0.2499529         0.0514918         1.1239787      sliding
         2.0550000       -64.4955983         1.2136618        65.7805251        -7.2241010        -1.9881732        -7.5869609        -0.0843992         0.1020324         0.3130581         0.0786966         0.1478341         0.0213046         0.1218448         0.1438120         0.0000000        -0.0253686        -0.0518740         0.0000000        -7.2241010         6.4131943        -4.5150578         0.0367375         0.0751214         0.3345435         0.3345435         0.0836233         0.2499625         0.0577450         1.1159531      sliding
         2.0600000       -64.5956427         1.1791946        65.8635294        -6.5540374        -2.0565415        -7.0670931        -0.0925851         0.0966792         0.2797179         0.0792520         0.1482014         0.0227871         0.1211384         0.1400158         0.0000000        -0.0273034        -0.0526680         0.0000000        -6.5540374         5.7471876        -4.5981520         0.0354625         0.0684068         0.3082537         0.3082537         0.0770525         0.2499645         0.0593245         1.0925328      sliding
         2.0650000       -64.6823680         1.1481991        65.9327117        -5.8371530        -2.1250543        -6.6861412        -0.0989938         0.0916037         0.2454231         0.0798222         0.1485570         0.0241002         0.1202331         0.1369490         0.0000000        -0.0281677        -0.0490728         0.0000000        -5.8371530         5.2263905        -4.6802973         0.0366461         0.0638436         0.2945000         0.2945000         0.0736135         0.2499610         0.0565823         1.0497154      sliding
         2.0700000       -64.7597218         1.1208872        65.9920104        -5.0817683        -2.1982648        -6.4039206        -0.1040201         0.0867792         0.2106551         0.0804050         0.1488996         0.0252405         0.1192434         0.1344103         0.0000000        -0.0279415        -0.0414872         0.0000000        -5.0817683         4.8106551        -4.7644690         0.0402651         0.0597852         0.2883782         0.2883782         0.0720801         0.2499501         0.0500192         0.9780802      sliding
         2.0750000       -64.8303485         1.0974350        66.0440437        -4.2942505        -2.2814634        -6.1935314        -0.1078595         0.0820998         0.1757214         0.0809980         0.1492277         0.0262065         0.1182322         0.1322549         0.0000000        -0.0264351        -0.0304373         0.0000000        -4.2942505         4.4724219        -4.8541065         0.0471198         0.0542536         0.2875248         0.2875248         0.0718591         0.2499231         0.0403143         0.8556544      sliding
         2.0800000       -64.8960979         1.0779867        66.0906106        -3.4816195        -2.3826173        -6.0358485        -0.1105237         0.0773327         0.1408703         0.0815982         0.1495399         0.0269979         0.1172325         0.1303748         0.0000000        -0.0231836        -0.0166636         0.0000000        -3.4816195         4.1904020        -4.9546809         0.0592581         0.0425927         0.2920875         0.2920875         0.0729771         0.2498468         0.0285509         0.6232104      sliding
         2.0850000       -64.9583085         1.0626406        66.1329559        -2.6565704        -2.5137790        -5.9162081        -0.1118306         0.0717991         0.1064969         0.0822002         0.1498344         0.0276159         0.1162572         0.1286878         0.0000000        -0.0173520        -0.0015646         0.0000000        -2.6565704         3.9455346        -5.0747768         0.0769438         0.0069378         0.3095323         0.3095323         0.0772559         0.2495892         0.0174224         0.0899241      sliding
         2.0900000       -65.0179900         1.0513925        66.1719872        -1.8477178        -2.6538680        -5.8289071        -0.1123251         0.0636358         0.0735552         0.0827933         0.1501135         0.0280653         0.1153001         0.1271344         0.0000000        -0.0104797         0.0117791         0.0000000        -1.8477178         3.7428819        -5.1971153         0.0573351        -0.0644438         0.3457225         0.3457225         0.0862573         0.2494986         0.0157662        -0.8437057      sliding
         2.0950000       -65.0760256         1.0441351        66.2087679        -1.0556095        -2.7315205        -5.7785314        -0.1137441         0.0532700         0.0418293         0.0833666         0.1503894         0.0283535         0.1143429         0.1256776         0.0000000        -0.0077871         0.0233398         0.0000000        -1.0556095         3.6224850        -5.2659502         0.0282249        -0.0845965         0.3570177         0.3570177         0.0891808         0.2497938         0.0246046        -1.2487688      sliding
         2.1000000       -65.1331743         1.0408395        66.2443426        -0.2622199        -2.7744159        -5.7544389        -0.1153856         0.0424729         0.0103687         0.0839195         0.1506723         0.0284840         0.1133713         0.1242875         0.0000000        -0.0071849         0.0350039         0.0000000        -0.2622199         3.5626398        -5.3026925         0.0180475        -0.0879251         0.3591734         0.3591734         0.0897582         0.2499022         0.0357337        -1.3683488      sliding
         2.1050000       -65.1900581         1.0415146        66.2794738         0.5321096        -2.8041207        -5.7503755        -0.1167304         0.0315335        -0.0210498         0.0844534         0.1509662         0.0284573         0.1123696         0.1229375         0.0000000        -0.0070806         0.0466759         0.0000000         0.5321096         3.5477128        -5.3238749         0.0134557        -0.0887011         0.3589439         0.3589439         0.0897159         0.2499439         0.0472099        -1.4202471      sliding
         2.1100000       -65.2472537         1.0461564        66.3148207         1.3239046        -2.8270234        -5.7648049        -0.1176298         0.0204808        -0.0525284         0.0849696         0.1512732         0.0282734         0.1113161         0.1216064         0.0000000        -0.0070095         0.0579120         0.0000000         1.3239046         3.5734040        -5.3343997         0.0107176        -0.0885480         0.3568294         0.3568294         0.0891942         0.2499633         0.0583347        -1.4503454      sliding
         2.1150000       -65.3053496         1.0547430        66.3510355         2.1093305        -2.8454761        -5.7985031        -0.1180192         0.0093058        -0.0841464         0.0854694         0.1515946         0.0279318         0.1101824         0.1202789         0.0000000        -0.0067967         0.0682231         0.0000000         2.1093305         3.6392802        -5.3361983         0.0087557        -0.0878876         0.3533283         0.3533283         0.0883227         0.2499734         0.0685608        -1.4714999      sliding
         2.1200000       -65.3649932         1.0672327        66.3888196         2.8845375        -2.8605247        -5.8541017        -0.1178464        -0.0020178        -0.1159605         0.0859541         0.1519316         0.0274316         0.1089328         0.1189456         0.0000000        -0.0063511         0.0771096         0.0000000         2.8845375         3.7470775        -5.3303394         0.0071599        -0.0869290         0.3489225         0.3489225         0.0872233         0.2499791         0.0773707        -1.4886167      sliding
         2.1250000       -65.4269431         1.0835651        66.4289796         3.6458102        -2.8726610        -5.9362200        -0.1170476        -0.0135334        -0.1479994         0.0864253         0.1522850         0.0267718         0.1075223         0.1176034         0.0000000        -0.0056065         0.0840714         0.0000000         3.6458102         3.9005117        -5.3176026         0.0057269        -0.0858765         0.3442933         0.3442933         0.0860673         0.2499824         0.0842581        -1.5042075      sliding
         2.1300000       -65.4921382         1.1036616        66.4724966         4.3895610        -2.8820573        -6.0519410        -0.1155331        -0.0253063        -0.1802524         0.0868843         0.1526558         0.0259512         0.1058943         0.1162571         0.0000000        -0.0044973         0.0886082         0.0000000         4.3895610         4.1056734        -5.2986498         0.0043130        -0.0849771         0.3403674         0.3403674         0.0850864         0.2499841         0.0887223        -1.5200853      sliding
         2.1350000       -65.5617990         1.1274256        66.5206284         5.1122085        -2.8886070        -6.2116865        -0.1131707        -0.0374301        -0.2126558         0.0873327         0.1530444         0.0249690         0.1039767         0.1149217         0.0000000        -0.0029452         0.0902167         0.0000000         5.1122085         4.3719094        -5.2740409         0.0027603        -0.0845503         0.3384020         0.3384020         0.0845953         0.2499847         0.0902647        -1.5381616      sliding
         2.1400000       -65.6375848         1.1547421        66.5750669         5.8098666        -2.8918268        -6.4307219        -0.1097623        -0.0500358        -0.2450727         0.0877723         0.1534519         0.0238246         0.1016748         0.1136266         0.0000000        -0.0008481         0.0883822         0.0000000         5.8098666         4.7133772        -5.2441321         0.0008159        -0.0850337         0.3401723         0.3401723         0.0850376         0.2499840         0.0883862        -1.5612012      sliding
         2.1450000       -65.7218535         1.1854746        66.6382005         6.4776874        -2.8905390        -6.7317585        -0.1050058        -0.0633031        -0.2772588         0.0882048         0.1538789         0.0225186         0.0988602         0.1124243         0.0000000         0.0019308         0.0825656         0.0000000         6.4776874         5.1517396        -5.2087779        -0.0020360        -0.0870646         0.3483790         0.3483790         0.0870884         0.2499817         0.0825882        -1.5941775      sliding
         2.1500000       -65.8181186         1.2194576        66.7135750         7.1085141        -2.8819974        -7.1496300        -0.0984309        -0.0774720        -0.3087981         0.0886325         0.1543269         0.0210531         0.0953529         0.1114092         0.0000000         0.0055606         0.0721844         0.0000000         7.1085141         5.7210251        -5.1665259        -0.0070567        -0.0916056         0.3675430         0.3675430         0.0918770         0.2499762         0.0723983        -1.6476780      sliding
         2.1550000       -65.9319013         1.2564782        66.8067582         7.6900657        -2.8592084        -7.7401995        -0.0893016        -0.0928425        -0.3389705         0.0890587         0.1547973         0.0194329         0.0908894         0.1107563         0.0000000         0.0101697         0.0565979         0.0000000         7.6900657         6.4770114        -5.1121507        -0.0179489        -0.0998912         0.4060254         0.4060254         0.1014910         0.2499622         0.0575043        -1.7485832      sliding
         2.1600000       -66.0724498         1.2962382        66.9270985         8.1988683        -2.8010923        -8.5989300        -0.0765233        -0.1096726        -0.3664679         0.0894887         0.1552923         0.0176678         0.0850707         0.1108138         0.0000000         0.0153779         0.0351834         0.0000000         8.1988683         7.5174212        -5.0275335        -0.0480905        -0.1100271         0.4804736         0.4804736         0.1200777         0.2499153         0.0383973        -1.9828532      sliding
         2.1650000       -66.2565585         1.3382708        67.0916865         8.5889685        -2.6349152        -9.9043678        -0.0588992        -0.1270571        -0.3888590         0.0899343         0.1558116         0.0157767         0.0772871         0.1123397         0.0000000         0.0180411         0.0084482         0.0000000         8.5889685         9.0306380        -4.8463239        -0.1400561        -0.0655844         0.6193843         0.6193843         0.1546513         0.2496856         0.0199212        -2.7036478      sliding
         2.1700000       -66.5178027         1.3817909        67.3348107         8.7682578        -2.3144539       -11.9800816        -0.0323119        -0.1368772        -0.4014743         0.0904126         0.1563315         0.0137948         0.0667009         0.1171623         0.0000000         0.0185116        -0.0159204         0.0000000         8.7682578        11.3318907        -4.5240806        -0.1742727         0.1498791         0.9202029         0.9202029         0.2298580         0.2497906         0.0244160         2.4313068      sliding
