      TNOW              PSI               THETA             PHI               OMEGA1            OMEGA2            OMEGA3            VCX               VCY               VCZ               XC                YC                ZC                XP                YP                ZP                VPX               VPY               VPZ               OMEGAX            OMEGAY            OMEGAZ            FX/WGT            FY/WGT            FZ/WGT            FN/WGT            FT/WGT            XMU               VS                ALPHA             MODE  
         6.2200000      -299.4757468         1.3733701       291.6777147        -2.2676271        -1.2110581        -1.2370580        -0.0520994         0.0306038         0.1036186         0.0969197         0.1441083         0.0141800         0.0578770         0.1203665         0.0000000        -0.0005802        -0.0015512         0.0000000        -2.2676271         0.9754833        -1.4301771         0.0167248         0.0447108         0.2230547         0.2230547         0.0477365         0.2140125         0.0016561         1.2128455      sliding
         6.2250000      -299.5060171         1.3640592       291.7012664        -1.4598618        -1.2241457        -1.2005926        -0.0526362         0.0270272         0.0665531         0.0969265         0.1438088         0.0146050         0.0572753         0.1213119         0.0000000        -0.0002738         0.0057059         0.0000000        -1.4598618         0.9237496        -1.4445214         0.0029470        -0.0614163         0.2496879         0.2496879         0.0614870         0.2462553         0.0057125        -1.5228497      sliding
         6.2300000      -299.5346020         1.3587726       291.7230921        -0.6544263        -1.2289072        -1.1819206        -0.0532126         0.0224694         0.0297938         0.0969453         0.1435172         0.0148458         0.0567221         0.1221918         0.0000000        -0.0005083         0.0127539         0.0000000        -0.6544263         0.8968442        -1.4501102         0.0024893        -0.0624547         0.2507832         0.2507832         0.0625043         0.2492363         0.0127640        -1.5309603      sliding
         6.2350000      -299.5624696         1.3575171       291.7441749         0.1523321        -1.2330617        -1.1764013        -0.0536596         0.0179114        -0.0069329         0.0969773         0.1432333         0.0149030         0.0561889         0.1230436         0.0000000        -0.0007248         0.0201816         0.0000000         0.1523321         0.8887493        -1.4541272         0.0022502        -0.0626581         0.2511012         0.2511012         0.0626985         0.2496941         0.0201946        -1.5348990      sliding
         6.2400000      -299.5904512         1.3602952       291.7653538         0.9587053        -1.2368488        -1.1832282        -0.0539904         0.0133340        -0.0436639         0.0970229         0.1429567         0.0147765         0.0556557         0.1239023         0.0000000        -0.0009210         0.0275003         0.0000000         0.9587053         0.8986706        -1.4567825         0.0020954        -0.0625682         0.2505786         0.2505786         0.0626033         0.2498351         0.0275157        -1.5373192      sliding
         6.2450000      -299.6193992         1.3671008       291.7874882         1.7630573        -1.2404021        -1.2036612        -0.0542088         0.0087059        -0.0804372         0.0970821         0.1426870         0.0144663         0.0551080         0.1248069         0.0000000        -0.0011007         0.0342107         0.0000000         1.7630573         0.9278557        -1.4582461         0.0020042        -0.0622908         0.2493985         0.2493985         0.0623230         0.2498934         0.0342284        -1.5386319      sliding
         6.2500000      -299.6503477         1.3779197       291.8116179         2.5637735        -1.2438364        -1.2414127        -0.0543071         0.0039813        -0.1172801         0.0971553         0.1424237         0.0139720         0.0545349         0.1258069         0.0000000        -0.0012695         0.0398024         0.0000000         2.5637735         0.9799709        -1.4587294         0.0019743        -0.0618986         0.2477984         0.2477984         0.0619301         0.2499212         0.0398226        -1.5389114      sliding
         6.2550000      -299.6847545         1.3927300       291.8392055         3.3593562        -1.2472736        -1.3039192        -0.0542612        -0.0009121        -0.1542031         0.0972424         0.1421664         0.0132933         0.0539270         0.1269735         0.0000000        -0.0014343         0.0437450         0.0000000         3.3593562         1.0623761        -1.4585108         0.0020167        -0.0615078         0.2462276         0.2462276         0.0615408         0.2499348         0.0437685        -1.5380197      sliding
         6.2600000      -299.7249689         1.4115023       291.8726030         4.1483115        -1.2508735        -1.4054053        -0.0540163        -0.0061000        -0.1911862         0.0973435         0.1419145         0.0124299         0.0532753         0.1284211         0.0000000        -0.0016037         0.0454630         0.0000000         4.1483115         1.1891971        -1.4579640         0.0021636        -0.0613346         0.2455504         0.2455504         0.0613728         0.2499396         0.0454912        -1.5355363      sliding
         6.2650000      -299.7753158         1.4341988       291.9161360         4.9286146        -1.2548915        -1.5745572        -0.0534486        -0.0118223        -0.2281448         0.0974589         0.1416676         0.0113815         0.0525715         0.1303596         0.0000000        -0.0017849         0.0442728         0.0000000         4.9286146         1.3890078        -1.4576146         0.0024941        -0.0618641         0.2477204         0.2477204         0.0619143         0.2499364         0.0443087        -1.5305028      sliding
         6.2700000      -299.8451339         1.4607668       291.9791403         5.6956426        -1.2598355        -1.8767134        -0.0522421        -0.0185987        -0.2648256         0.0975889         0.1414249         0.0101489         0.0518189         0.1332396         0.0000000        -0.0019643         0.0392056         0.0000000         5.6956426         1.7270250        -1.4582946         0.0032335        -0.0645381         0.2585599         0.2585599         0.0646190         0.2499189         0.0392548        -1.5207360      sliding
         6.2750000      -299.9598455         1.4911075       292.0870293         6.4323635        -1.2670616        -2.4959686        -0.0493639        -0.0278093        -0.3003376         0.0977345         0.1411858         0.0087351         0.0511333         0.1382810         0.0000000        -0.0019655         0.0283778         0.0000000         6.4323635         2.3871839        -1.4617310         0.0052527        -0.0758371         0.3042629         0.3042629         0.0760188         0.2498457         0.0284458        -1.5016436      sliding
         6.2800000      -300.2248293         1.5248880       292.3451578         7.0287110        -1.2796673        -4.2082343        -0.0393247        -0.0446270        -0.3293562         0.0978996         0.1409488         0.0071548         0.0520005         0.1503835         0.0000000        -0.0000320         0.0056622         0.0000000         7.0287110         4.1450738        -1.4714440         0.0008793        -0.1554963         0.6316207         0.6316207         0.1554988         0.2461901         0.0056623        -1.5651414      sliding
         6.2850000      -301.9963926         1.5578932       294.1102827         3.9983082        -1.0023771       -14.8686447         0.0272084        -0.0221938        -0.1878017         0.0980478         0.1407300         0.0056063         0.1164901         0.1839282         0.0000000         0.0000194         0.0002217         0.0000000         3.9983082        14.8544735        -1.1941404        -0.0868938        -0.9943645        18.3758974        18.3758974         0.9981539         0.0543186         0.0002226        -1.6579612      sliding
         6.2900000      -305.8355378         1.5363511       297.9437457        -7.0911424        -1.0974557        -5.5770626        -0.0243704         0.0403793         0.3325976         0.0979863         0.1405517         0.0066174         0.0561635         0.1193205         0.0000000        -0.0005520        -0.0065458         0.0000000        -7.0911424         5.5359598        -1.2888698         0.0234150         0.2776456         1.1273647         1.1273647         0.2786312         0.2471527         0.0065690         1.4866612      sliding
         6.2950000      -306.2389982         1.5017260       298.3411848        -6.6401687        -1.1123155        -2.8364571        -0.0391761         0.0341581         0.3104272         0.0978420         0.1403466         0.0082390         0.0511948         0.1372500         0.0000000        -0.0008290        -0.0205499         0.0000000        -6.6401687         2.7529270        -1.3054225         0.0032443         0.0804230         0.3223339         0.3223339         0.0804884         0.2497050         0.0205666         1.5304782      sliding
         6.3000000      -306.3810646         1.4703369       298.4771810        -5.9023944        -1.1166086        -2.0087516        -0.0437157         0.0316190         0.2748300         0.0976758         0.1401401         0.0097036         0.0512470         0.1436652         0.0000000        -0.0009125        -0.0256553         0.0000000        -5.9023944         1.8866385        -1.3124377         0.0021842         0.0614083         0.2459749         0.2459749         0.0614471         0.2498105         0.0256715         1.5352427      sliding
         6.3050000      -306.4604604         1.4427726       298.5504705        -5.1191892        -1.1205541        -1.6308402        -0.0460815         0.0309315         0.2373257         0.0974944         0.1399351         0.0109843         0.0516914         0.1471003         0.0000000        -0.0011005        -0.0252993         0.0000000        -5.1191892         1.4744277        -1.3195999         0.0024737         0.0568692         0.2278694         0.2278694         0.0569230         0.2498053         0.0253233         1.5273262      sliding
         6.3100000      -306.5150453         1.4191747       298.5989086        -4.3177158        -1.1256761        -1.4251392        -0.0476308         0.0311193         0.1993002         0.0972993         0.1397329         0.0120760         0.0521523         0.1493444         0.0000000        -0.0012906        -0.0210214         0.0000000        -4.3177158         1.2387655        -1.3280168         0.0033999         0.0553775         0.2221770         0.2221770         0.0554817         0.2497187         0.0210610         1.5094786      sliding
         6.3150000      -306.5573272         1.3996149       298.6349940        -3.5045042        -1.1334354        -1.3025443        -0.0487497         0.0317795         0.1611103         0.0970910         0.1395343         0.0129771         0.0525711         0.1509991         0.0000000        -0.0013547        -0.0136987         0.0000000        -3.5045042         1.0904296        -1.3387533         0.0054110         0.0547172         0.2205160         0.2205160         0.0549841         0.2493429         0.0137655         1.4722268      sliding
         6.3200000      -306.5927316         1.3841445       298.6641331        -2.6824058        -1.1481844        -1.2254205        -0.0495004         0.0326893         0.1228878         0.0968701         0.1393405         0.0136871         0.0529373         0.1523286         0.0000000        -0.0009598        -0.0040250         0.0000000        -2.6824058         0.9910677        -1.3556429         0.0124495         0.0522069         0.2208635         0.2208635         0.0536708         0.2430043         0.0041378         1.3367027      sliding
         6.3250000      -306.6240413         1.3727758       298.6890598        -1.8704245        -1.1678328        -1.1765392        -0.0499916         0.0304594         0.0854561         0.0966424         0.1391514         0.0142072         0.0532558         0.1534695         0.0000000        -0.0002280         0.0038860         0.0000000        -1.8704245         0.9238007        -1.3764702         0.0035170        -0.0599528         0.2480233         0.2480233         0.0600558         0.2421378         0.0038927        -1.5122012      sliding
         6.3300000      -306.6529962         1.3654328       298.7115726        -1.0663334        -1.1733199        -1.1497599        -0.0506592         0.0259912         0.0486296         0.0964266         0.1389597         0.0145424         0.0535513         0.1544994         0.0000000        -0.0004717         0.0104842         0.0000000        -1.0663334         0.8863329        -1.3831274         0.0027922        -0.0620603         0.2496178         0.2496178         0.0621231         0.2488728         0.0104948        -1.5258344      sliding
         6.3350000      -306.6807464         1.3621160       298.7328498        -0.2601462        -1.1779809        -1.1375842        -0.0511898         0.0215243         0.0118538         0.0962254         0.1387635         0.0146936         0.0538336         0.1554727         0.0000000        -0.0007065         0.0177018         0.0000000        -0.2601462         0.8688634        -1.3880969         0.0024908        -0.0624078         0.2502278         0.2502278         0.0624575         0.2496027         0.0177159        -1.5309059      sliding
         6.3400000      -306.7081855         1.3628322       298.7537932         0.5465334        -1.1821872        -1.1380505        -0.0516020         0.0170515        -0.0249079         0.0960386         0.1385623         0.0146609         0.0541135         0.1564315         0.0000000        -0.0009236         0.0250642         0.0000000         0.5465334         0.8694450        -1.3916864         0.0023012        -0.0624496         0.2501666         0.2501666         0.0624920         0.2498015         0.0250812        -1.5339640      sliding
         6.3450000      -306.7361511         1.3675794       298.7752472         1.3520511        -1.1861063        -1.1513549        -0.0519058         0.0125457        -0.0616930         0.0958662         0.1383555         0.0144444         0.0544073         0.1574130         0.0000000        -0.0011264         0.0320753         0.0000000         1.3520511         0.8882816        -1.3940668         0.0021864        -0.0622607         0.2493172         0.2493172         0.0622991         0.2498787         0.0320951        -1.5356941      sliding
         6.3500000      -306.7655790         1.3763480       298.7981536         2.1547975        -1.1898687        -1.1798994        -0.0521014         0.0079700        -0.0985342         0.0957078         0.1381429         0.0140439         0.0547393         0.1584558         0.0000000        -0.0013206         0.0382318         0.0000000         2.1547975         0.9277509        -1.3954313         0.0021389        -0.0619219         0.2479202         0.2479202         0.0619589         0.2499146         0.0382546        -1.5362679      sliding
         6.3550000      -306.7977009         1.3891203       298.8237489         2.9532449        -1.1936042        -1.2290887        -0.0521758         0.0032684        -0.1354510         0.0955632         0.1379240         0.0134590         0.0551472         0.1596071         0.0000000        -0.0015142         0.0430160         0.0000000         2.9532449         0.9932023        -1.3960299         0.0021655        -0.0615215         0.2463047         0.2463047         0.0615596         0.2499326         0.0430427        -1.5356110      sliding
         6.3600000      -306.8343886         1.4058709       298.8539083         3.7459481        -1.1974710        -1.3093943        -0.0520951        -0.0016531        -0.1724405         0.0954322         0.1376985         0.0126893         0.0556930         0.1609346         0.0000000        -0.0017178         0.0458802         0.0000000         3.7459481         1.0950274        -1.3961967         0.0022920        -0.0612157         0.2450924         0.2450924         0.0612586         0.2499407         0.0459124        -1.5333721      sliding
         6.3650000      -306.8788932         1.4265675       298.8918843         4.5312644        -1.2017052        -1.4413964        -0.0517821        -0.0069670        -0.2094556         0.0953144         0.1374658         0.0117345         0.0564882         0.1625504         0.0000000        -0.0019459         0.0462052         0.0000000         4.5312644         1.2537102        -1.3963989         0.0025827        -0.0613263         0.2455800         0.2455800         0.0613807         0.2499416         0.0462461        -1.5287078      sliding
         6.3700000      -306.9377554         1.4511666       298.9442157         5.3062428        -1.2067429        -1.6694296        -0.0510488        -0.0130273        -0.2463444         0.0952096         0.1372255         0.0105949         0.0577644         0.1646694         0.0000000        -0.0022112         0.0431918         0.0000000         5.3062428         1.5134798        -1.3973556         0.0032096        -0.0626936         0.2511698         0.2511698         0.0627757         0.2499332         0.0432484        -1.5196464      sliding
         6.3750000      -307.0269795         1.4795989       299.0268999         6.0619024        -1.2136353        -2.1066711        -0.0493442        -0.0206934        -0.2826213         0.0951178         0.1369767         0.0092720         0.0601189         0.1677783         0.0000000        -0.0024789         0.0355127         0.0000000         6.0619024         1.9873896        -1.4004486         0.0047772        -0.0684379         0.2745260         0.2745260         0.0686044         0.2499014         0.0355991        -1.5011062      sliding
         6.3800000      -307.2005635         1.5116892       299.1939159         6.7537949        -1.2263758        -3.1451602        -0.0443240        -0.0327296        -0.3160761         0.0950395         0.1367173         0.0077729         0.0657756         0.1732391         0.0000000        -0.0021763         0.0197671         0.0000000         6.7537949         3.0672224        -1.4100274         0.0108881        -0.0988966         0.3984793         0.3984793         0.0994941         0.2496845         0.0198866        -1.4611422      sliding
         6.3850000      -307.8340881         1.5463665       299.8208472         6.8279126        -1.1830257        -7.4670516        -0.0164166        -0.0504098        -0.3204826         0.0949751         0.1364439         0.0061475         0.0930047         0.1833396         0.0000000         0.0019437        -0.0084353         0.0000000         6.8279126         7.4359252        -1.3650737        -0.1420361         0.6164121         2.5470867         2.5470867         0.6325648         0.2483483         0.0086563         1.7972673      sliding
         6.3900000      -312.4451300         1.5506380       304.4262105        -6.5196061        -1.0598085        -9.0364848        -0.0048005         0.0379094         0.3060964         0.0948611         0.1363092         0.0059470         0.0483924         0.1296024         0.0000000        -0.0001024        -0.0008625         0.0000000        -6.5196061         9.0132863        -1.2417416         0.0851037         0.7170407         4.4045449         4.4045449         0.7220734         0.1639382         0.0008686         1.4526616      sliding
         6.3950000      -313.2774263         1.5160131       305.2525881        -6.8168714        -1.1035990        -3.3707757        -0.0359080         0.0350316         0.3191658         0.0946316         0.1362706         0.0075705         0.0584908         0.1660356         0.0000000        -0.0006963        -0.0165757         0.0000000        -6.8168714         3.3052904        -1.2865128         0.0043477         0.1034999         0.4151167         0.4151167         0.1035912         0.2495471         0.0165903         1.5288142      sliding
         6.4000000      -313.4713514         1.4836079       305.4405147        -6.1200774        -1.1080058        -2.1757161        -0.0422029         0.0312773         0.2854852         0.0943751         0.1362507         0.0090851         0.0647574         0.1722892         0.0000000        -0.0006909        -0.0243241         0.0000000        -6.1200774         2.0709687        -1.2932541         0.0018452         0.0649622         0.2601731         0.2601731         0.0649884         0.2497892         0.0243339         1.5423992      sliding
         6.4050000      -313.5661949         1.4549278       305.5293282        -5.3462962        -1.1110481        -1.6926010        -0.0450179         0.0301120         0.2483549         0.0941083         0.1362437         0.0104202         0.0681449         0.1747644         0.0000000        -0.0008423        -0.0255977         0.0000000        -5.3462962         1.5528040        -1.2992790         0.0019024         0.0578165         0.2315675         0.2315675         0.0578478         0.2498097         0.0256115         1.5379046      sliding
         6.4100000      -313.6272294         1.4301821       305.5842987        -4.5493320        -1.1148883        -1.4444089        -0.0467429         0.0300848         0.2104330         0.0938340         0.1362488         0.0115674         0.0703689         0.1761109         0.0000000        -0.0010537        -0.0225390         0.0000000        -4.5493320         1.2738997        -1.3063202         0.0026033         0.0556863         0.2232073         0.2232073         0.0557471         0.2497548         0.0225636         1.5240812      sliding
         6.4150000      -313.6726887         1.4094558       305.6236528        -3.7393806        -1.1207200        -1.3011571        -0.0479618         0.0306403         0.1722670         0.0935532         0.1362659         0.0125242         0.0720116         0.1769875         0.0000000        -0.0012029        -0.0161923         0.0000000        -3.7393806         1.1042247        -1.3151847         0.0040780         0.0548932         0.2205951         0.2205951         0.0550445         0.2495272         0.0162369         1.4966432      sliding
         6.4200000      -313.7097904         1.3928041       305.6545941        -2.9199149        -1.1310949        -1.2130591        -0.0488370         0.0315184         0.1340339         0.0932671         0.1362955         0.0132899         0.0733224         0.1776395         0.0000000        -0.0010826        -0.0072870         0.0000000        -2.9199149         0.9936294        -1.3280017         0.0080161         0.0539575         0.2201998         0.2201998         0.0545497         0.2477282         0.0073670         1.4233127      sliding
         6.4250000      -313.7420211         1.3802621       305.6805676        -2.1009049        -1.1529250        -1.1563334        -0.0492876         0.0310295         0.0961599         0.0929778         0.1363367         0.0138648         0.0744295         0.1781807         0.0000000        -0.0001640         0.0019008         0.0000000        -2.1009049         0.9170625        -1.3510512         0.0046734        -0.0541800         0.2455932         0.2455932         0.0543812         0.2214279         0.0019079        -1.4847523      sliding
         6.4300000      -313.7714003         1.3717653       305.7036089        -1.2974797        -1.1588748        -1.1245423        -0.0499734         0.0266334         0.0592646         0.0926928         0.1363722         0.0142533         0.0754173         0.1786560         0.0000000        -0.0003750         0.0081400         0.0000000        -1.2974797         0.8732100        -1.3583410         0.0028380        -0.0615986         0.2485064         0.2485064         0.0616640         0.2481385         0.0081486        -1.5247558      sliding
         6.4350000      -313.7992528         1.3672913       305.7250910        -0.4918158        -1.1635681        -1.1085011        -0.0505240         0.0221967         0.0224395         0.0924143         0.1363940         0.0144576         0.0763409         0.1790950         0.0000000        -0.0006047         0.0150862         0.0000000        -0.4918158         0.8504654        -1.3635887         0.0024909        -0.0621457         0.2493274         0.2493274         0.0621956         0.2494535         0.0150983        -1.5307362      sliding
         6.4400000      -313.8265398         1.3668488       305.7459834         0.3148176        -1.1677507        -1.1054374        -0.0509526         0.0177608        -0.0143622         0.0921417         0.1364018         0.0144778         0.0772410         0.1795206         0.0000000        -0.0008173         0.0223186         0.0000000         0.3148176         0.8460146        -1.3674403         0.0022801        -0.0622661         0.2494810         0.2494810         0.0623078         0.2497498         0.0223336        -1.5341941      sliding
         6.4450000      -313.8541159         1.3704383       305.7671475         1.1207585        -1.1716127        -1.1149505        -0.0512724         0.0133003        -0.0511758         0.0918745         0.1363954         0.0143139         0.0781561         0.1799477         0.0000000        -0.0010149         0.0293427         0.0000000         1.1207585         0.8594718        -1.3700727         0.0021493        -0.0621366         0.2488393         0.2488393         0.0621738         0.2498551         0.0293603        -1.5362207      sliding
         6.4500000      -313.8828906         1.3780526       305.7894992         1.9244304        -1.1752893        -1.1388056        -0.0514861         0.0087815        -0.0880361         0.0916125         0.1363746         0.0139659         0.0791297         0.1803852         0.0000000        -0.0012029         0.0356579         0.0000000         1.9244304         0.8925880        -1.3716668         0.0020862        -0.0618418         0.2476053         0.2476053         0.0618770         0.2499019         0.0356782        -1.5370751      sliding
         6.4550000      -313.9140149         1.3896763       305.8141942         2.7242998        -1.1789075        -1.1815196        -0.0515844         0.0041540        -0.1249662         0.0913551         0.1363394         0.0134335         0.0802177         0.1808377         0.0000000        -0.0013883         0.0407508         0.0000000         2.7242998         0.9498347        -1.3724524         0.0020938        -0.0614595         0.2460544         0.2460544         0.0614951         0.2499248         0.0407745        -1.5367408      sliding
         6.4600000      -313.9491838         1.4052868       305.8429313         3.5189310        -1.1826147        -1.2520507        -0.0515398        -0.0006646        -0.1619701         0.0911019         0.1362897         0.0127161         0.0815032         0.1813059         0.0000000        -0.0015813         0.0440827         0.0000000         3.5189310         1.0400993        -1.3727352         0.0021926        -0.0611231         0.2447127         0.2447127         0.0611625         0.2499358         0.0441110        -1.5349403      sliding
         6.4650000      -313.9912638         1.4248543       305.8785787         4.3067923        -1.1866218        -1.3679394        -0.0512883        -0.0058231        -0.1990148         0.0908523         0.1362254         0.0118137         0.0831255         0.1817843         0.0000000        -0.0017955         0.0450560         0.0000000         4.3067923         1.1808334        -1.3729391         0.0024348        -0.0610988         0.2446494         0.2446494         0.0611473         0.2499385         0.0450917        -1.5309672      sliding
         6.4700000      -314.0458553         1.4483396       305.9267357         5.0854343        -1.1913003        -1.5662731        -0.0506775        -0.0116204        -0.2359832         0.0906057         0.1361464         0.0107261         0.0853544         0.1822521         0.0000000        -0.0020460         0.0429266         0.0000000         5.0854343         1.4090257        -1.3737010         0.0029573        -0.0620461         0.2485334         0.2485334         0.0621165         0.2499323         0.0429753        -1.5231700      sliding
         6.4750000      -314.1261238         1.4756829       306.0005627         5.8480911        -1.1974932        -1.9384773        -0.0492784        -0.0187575        -0.2725072         0.0903616         0.1360524         0.0094546         0.0888176         0.1826244         0.0000000        -0.0023212         0.0365336         0.0000000         5.8480911         1.8159896        -1.3761780         0.0042087        -0.0662425         0.2656031         0.2656031         0.0663760         0.2499068         0.0366073        -1.5073469      sliding
         6.4800000      -314.2734810         1.5067492       306.1414561         6.5642933        -1.2080784        -2.7810119        -0.0454169        -0.0293627        -0.3070489         0.0901190         0.1359418         0.0080041         0.0954499         0.1824127         0.0000000        -0.0022932         0.0231783         0.0000000         6.5642933         2.6979889        -1.3835956         0.0085888        -0.0868111         0.3492610         0.3492610         0.0872349         0.2497699         0.0232914        -1.4721810      sliding
         6.4850000      -314.7277124         1.5408661       306.5891690         6.9359792        -1.2028000        -5.8159439        -0.0266750        -0.0489593        -0.3254299         0.0898752         0.1358092         0.0064056         0.1151328         0.1753498         0.0000000         0.0008927        -0.0045301         0.0000000         6.9359792         5.7773444        -1.3763076        -0.0643350         0.3264701         1.3618530         1.3618530         0.3327487         0.2443352         0.0046173         1.7653656      sliding
         6.4900000      -319.0760022         1.5561943       310.9317146        -5.4633834        -1.0197356       -11.8862466         0.0114121         0.0309628         0.2565921         0.0896848         0.1357661         0.0056861         0.0436962         0.1452968         0.0000000        -0.0000431        -0.0001024         0.0000000        -5.4633834        11.8700898        -1.1931835         0.1112156         0.2640903        10.3842805        10.3842805         0.2865529         0.0275949         0.0001111         1.1722105      sliding
         6.4950000      -320.3535457         1.5224958       312.2034745        -6.8351293        -1.0875818        -3.6312553        -0.0337603         0.0353606         0.3202164         0.0895112         0.1358983         0.0072669         0.0853516         0.1825619         0.0000000        -0.0006300        -0.0143097         0.0000000        -6.8351293         3.5745101        -1.2616368         0.0052932         0.1202202         0.4825182         0.4825182         0.1203366         0.2493929         0.0143235         1.5267953      sliding
         6.5000000      -320.5783933         1.4899136       312.4224263        -6.1635834        -1.0922251        -2.2244672        -0.0410917         0.0310598         0.2877454         0.0893277         0.1360707         0.0087908         0.0956547         0.1823247         0.0000000        -0.0005929        -0.0231230         0.0000000        -6.1635834         2.1289491        -1.2683792         0.0017118         0.0667599         0.2673770         0.2673770         0.0667819         0.2497667         0.0231306         1.5451614      sliding
         6.5050000      -320.6806257         1.4610045       312.5187335        -5.3935608        -1.0949159        -1.6933027        -0.0441103         0.0297188         0.2507891         0.0891468         0.1362600         0.0101378         0.1001170         0.1814452         0.0000000        -0.0007252        -0.0249601         0.0000000        -5.3935608         1.5631357        -1.2738609         0.0016910         0.0581998         0.2330843         0.2330843         0.0582244         0.2497998         0.0249707         1.5417491      sliding
         6.5100000      -320.7442928         1.4360189       312.5764444        -4.5979111        -1.0983143        -1.4285774        -0.0458987         0.0296367         0.2129064         0.0889695         0.1364631         0.0112972         0.1027351         0.1806747         0.0000000        -0.0009392        -0.0223071         0.0000000        -4.5979111         1.2680417        -1.2803116         0.0023484         0.0557790         0.2235374         0.2235374         0.0558284         0.2497496         0.0223268         1.5287184      sliding
         6.5150000      -320.7908531         1.4150474       312.6170106        -3.7888661        -1.1035870        -1.2782916        -0.0471441         0.0301810         0.1747457         0.0887969         0.1366792         0.0122664         0.1045424         0.1800290         0.0000000        -0.0011069        -0.0162949         0.0000000        -3.7888661         1.0916302        -1.2885175         0.0037299         0.0549067         0.2205453         0.2205453         0.0550333         0.2495327         0.0163325         1.5029685      sliding
         6.5200000      -320.8284247         1.3981461       312.6485370        -2.9702460        -1.1130432        -1.1868198        -0.0480404         0.0310679         0.1365056         0.0886298         0.1369075         0.0130446         0.1059311         0.1794842         0.0000000        -0.0010349        -0.0076776         0.0000000        -2.9702460         0.9779614        -1.3003838         0.0072860         0.0540512         0.2199703         0.2199703         0.0545401         0.2479429         0.0077471         1.4368058      sliding
         6.5250000      -320.8608229         1.3853523       312.6748003        -2.1505605        -1.1341182        -1.1282342        -0.0485037         0.0308730         0.0985503         0.0884691         0.1371466         0.0136317         0.1070867         0.1790196         0.0000000        -0.0001559         0.0015572         0.0000000        -2.1505605         0.8997779        -1.3227003         0.0051249        -0.0511865         0.2441904         0.2441904         0.0514424         0.2106651         0.0015650        -1.4710075      sliding
         6.5300000      -320.8901991         1.3766070       312.6979603        -1.3472455        -1.1401507        -1.0951902        -0.0491837         0.0265350         0.0616104         0.0883076         0.1373795         0.0140321         0.1081061         0.1786022         0.0000000        -0.0003508         0.0076304         0.0000000        -1.3472455         0.8545893        -1.3300610         0.0028195        -0.0613343         0.2476922         0.2476922         0.0613991         0.2478848         0.0076385        -1.5248590      sliding
         6.5350000      -320.9179483         1.3718838       312.7194608        -0.5417536        -1.1447990        -1.0782648        -0.0497307         0.0221366         0.0247462         0.0881404         0.1375986         0.0142479         0.1090509         0.1782094         0.0000000        -0.0005740         0.0144177         0.0000000        -0.5417536         0.8307874        -1.3352948         0.0024659        -0.0619389         0.2485465         0.2485465         0.0619879         0.2494018         0.0144292        -1.5310054      sliding
         6.5400000      -320.9450656         1.3711913       312.7403052         0.2647901        -1.1489301        -1.0744456        -0.0501561         0.0177405        -0.0120930         0.0879667         0.1378040         0.0142796         0.1099669         0.1778260         0.0000000        -0.0007812         0.0215216         0.0000000         0.2647901         0.8253000        -1.3391616         0.0022533        -0.0620781         0.2487439         0.2487439         0.0621190         0.2497309         0.0215358        -1.5345137      sliding
         6.5450000      -320.9724238         1.3745307       312.7613733         1.0707475        -1.1527393        -1.0831939        -0.0504739         0.0133218        -0.0489414         0.0877862         0.1379958         0.0141270         0.1108919         0.1774333         0.0000000        -0.0009743         0.0284483         0.0000000         1.0707475         0.8376049        -1.3418401         0.0021223        -0.0619646         0.2481569         0.2481569         0.0620010         0.2498459         0.0284649        -1.5365599      sliding
         6.5500000      -321.0009432         1.3818952       312.7835909         1.8745743        -1.1563635        -1.1061683        -0.0506873         0.0088470        -0.0858337         0.0875984         0.1381742         0.0137901         0.1118621         0.1770052         0.0000000        -0.0011586         0.0346975         0.0000000         1.8745743         0.8693493        -1.3435091         0.0020598        -0.0616853         0.2469811         0.2469811         0.0617197         0.2498964         0.0347168        -1.5374169      sliding
         6.5550000      -321.0317816         1.3932703       312.8081209         2.6747560        -1.1599313        -1.1477866        -0.0507878         0.0042662        -0.1227931         0.0874031         0.1383395         0.0132685         0.1129190         0.1765035         0.0000000        -0.0013413         0.0397563         0.0000000         2.6747560         0.9249095        -1.3443947         0.0020688        -0.0613164         0.2454828         0.2454828         0.0613513         0.2499210         0.0397789        -1.5370701      sliding
         6.5600000      -321.0666441         1.4086343       312.8366719         3.4698738        -1.1635916        -1.2169086        -0.0507486        -0.0005021        -0.1598241         0.0871998         0.1384920         0.0125620         0.1141195         0.1758671         0.0000000        -0.0015329         0.0430865         0.0000000         3.4698738         1.0130790        -1.3447985         0.0021698        -0.0609891         0.2441765         0.2441765         0.0610277         0.2499328         0.0431137        -1.5352349      sliding
         6.5650000      -321.1084216         1.4279581       312.8721363         4.2584133        -1.1675579        -1.3310063        -0.0505071        -0.0056058        -0.1968947         0.0869882         0.1386321         0.0116702         0.1155543         0.1749888         0.0000000        -0.0017476         0.0440909         0.0000000         4.2584133         1.1512460        -1.3451402         0.0024165        -0.0609659         0.2441176         0.2441176         0.0610137         0.2499358         0.0441255        -1.5311804      sliding
         6.5700000      -321.1627972         1.4512036       312.9201963         5.0379430        -1.1722092        -1.5273103        -0.0499122        -0.0113433        -0.2338899         0.0867678         0.1387601         0.0105932         0.1173923         0.1736526         0.0000000        -0.0020026         0.0420246         0.0000000         5.0379430         1.3765475        -1.3460566         0.0029500        -0.0619045         0.2479690         0.2479690         0.0619747         0.2499294         0.0420723        -1.5231789      sliding
